domain,scenario,condition,seed,wall_s,measured_s,residual_s,bundle_bytes,trace_bytes,content_hash,t_candidate_generation_s,t_observation_s,t_controller_s,t_validation_syntactic_s,t_validation_semantic_s,t_resolution_s,t_evidence_collection_s,t_hashing_s
energy_market_v1,tight_supply_v1,random_valid,19,0.028437434000807116,0.013684094039490446,0.01475333996131667,64087,35076,373abcf1a36117df,0.011048320015106583,9.097698421101086e-05,0.0008921340231609065,0.00028088299586670473,9.775201033335179e-05,0.0006937559955986217,4.240601629135199e-05,0.0005378659989219159
energy_market_v1,tight_supply_v1,random_valid,20,0.029129173002729658,0.01401810201787157,0.015111070984858088,64164,35076,302458d80a67f6c5,0.011378596012946218,9.435400352231227e-05,0.0009079309929802548,0.0002806269949360285,7.682900468353182e-05,0.0007003179998719133,4.344100671005435e-05,0.0005360060022212565
energy_market_v1,tight_supply_v1,random_valid,21,0.032395404999988386,0.0151748420248623,0.017220562975126086,64010,35076,1504aab5b3ef9acf,0.01194464300351683,0.00010184201892116107,0.0009011800066218711,0.00030745600815862417,8.750699271331541e-05,0.0009804620021895971,4.99199923069682e-05,0.000801832000433933
energy_market_v1,tight_supply_v1,random_valid,22,0.03184789100123453,0.014604766984120943,0.017243124017113587,64101,35076,d0b7fdc406757790,0.011799134994362248,9.932398825185373e-05,0.000997250997897936,0.0002809590041579213,7.974300751811825e-05,0.0007136159983929247,4.1726994822965935e-05,0.0005930119987169746
energy_market_v1,tight_supply_v1,random_valid,23,0.03090570399945136,0.015202969032543479,0.015702734966907883,64077,35076,f8f33a6cde8bf31e,0.012337127009232063,0.0001485780012444593,0.0010144349980691914,0.000321419007377699,8.7749012891436e-05,0.0007122200004232582,4.82460054627154e-05,0.0005331949978426564
energy_market_v1,tight_supply_v1,random_valid,24,0.03166644199882285,0.015149922997807153,0.016516519001015695,64156,35076,2a48c9fecdeb99c3,0.012298143006773898,0.00013184499766794033,0.0009321700090367813,0.0003374399821041152,8.6985994130373e-05,0.0007505239991587587,4.859800901613198e-05,0.0005642169999191537
energy_market_v1,tight_supply_v1,random_valid,25,0.030908248998457566,0.014148442998703104,0.016759805999754462,64024,35076,d2a69a46b57d5c68,0.011378811999747995,8.614800390205346e-05,0.0008261329967353959,0.000256945986620849,7.916900358395651e-05,0.0009594430011929944,3.799700425588526e-05,0.0005237950026639737
energy_market_v1,tight_supply_v1,random_valid,26,0.03405938200012315,0.015510787001403514,0.018548594998719636,64052,35076,6a97429acd1fdb98,0.012635281011171173,0.0001090320038201753,0.0009589279979991261,0.00031480098550673574,8.422599785262719e-05,0.0008156540061463602,4.804299896932207e-05,0.0005448219999379944
energy_market_v1,tight_supply_v1,random_valid,27,0.035347911001736065,0.01635498399627977,0.018992927005456295,64091,35076,e760d98604d571ba,0.01316827500340878,0.00011158799679833464,0.0012131160001445096,0.0003238489916839171,9.23629995668307e-05,0.0008123710031213704,8.847100252751261e-05,0.0005449509990285151
energy_market_v1,tight_supply_v1,random_valid,28,0.03053118100069696,0.014048888959223405,0.016482292041473556,64051,35076,5b9d1806a4659548,0.011191089990461478,9.719299123389646e-05,0.0008675759927427862,0.0003321959884488024,8.065399742918089e-05,0.00059788099679281,4.422100028023124e-05,0.0008380780018342193
energy_market_v1,tight_supply_v1,random_valid,29,0.030685190002259333,0.015111655982764205,0.015573534019495128,63888,35076,98dd488cbb45ba49,0.012292187006096356,9.886599582387134e-05,0.0009650509964558296,0.00030804999551037326,8.969699774752371e-05,0.0007579580014862586,4.733599052997306e-05,0.0005525109991140198
energy_market_v1,tight_supply_v1,random_valid,30,0.029496256000129506,0.014108241019130219,0.015388014980999287,64177,35076,836ca0b5fab487b3,0.011421357001381693,9.478701031184755e-05,0.0008800269970379304,0.0002733769979386125,7.998401997610927e-05,0.0007683770018047653,4.277899279259145e-05,0.0005475529978866689
energy_market_v1,tight_supply_v1,top_score,1,0.03481471600025543,0.014779034048842732,0.020035681951412698,66750,37915,b5fdcaa81d1cdf34,0.012131535990192788,9.641902215662412e-05,0.0004506940022110939,0.00029286999779287726,8.645701382192783e-05,0.0009286890053772368,4.643601641873829e-05,0.000745933000871446
energy_market_v1,tight_supply_v1,top_score,2,0.03261743499751901,0.014461061007750686,0.018156373989768326,66508,37917,767f114f3ec20d22,0.012195540013635764,9.877700358629227e-05,0.0004453169931366574,0.0003116040024906397,9.362700438941829e-05,0.0006189749910845421,4.637999882106669e-05,0.0006508410006063059
energy_market_v1,tight_supply_v1,top_score,3,0.034085158000380034,0.016124054018291645,0.01796110398208839,66751,37914,ed7d80ed664d7136,0.013207645974034676,0.00011243901826674119,0.0005051850057498086,0.000616008008364588,9.267000132240355e-05,0.0008607290001236834,5.344201053958386e-05,0.0006759349998901598
energy_market_v1,tight_supply_v1,top_score,4,0.029795875001582317,0.013925229955930263,0.015870645045652054,66674,37923,6b222056d51fc2e1,0.011685707002470735,9.485298869549297e-05,0.00042673799907788634,0.00026755798899102956,7.740098590147682e-05,0.0006688389948976692,6.337799641187303e-05,0.0006407559994840994
energy_market_v1,tight_supply_v1,top_score,5,0.03849454999726731,0.01762761500867782,0.02086693498858949,66625,37907,831dad421ff82f4a,0.01454091400228208,0.00012204999438836239,0.0006104400054027792,0.0004186859878245741,0.00010420400212751701,0.0007746679984848015,7.610301690874621e-05,0.0009805500012589619
energy_market_v1,tight_supply_v1,top_score,6,0.03228790399953141,0.015610429010848748,0.01667747498868266,66524,37894,ceab071636d89571,0.013171953985875007,0.00011369700223440304,0.0005151180048414972,0.0003660830079752486,8.711599366506562e-05,0.0006769150058971718,4.790200910065323e-05,0.0006316440012597013
energy_market_v1,tight_supply_v1,top_score,7,0.033495036001113476,0.014318510016892105,0.01917652598422137,66613,37882,6b78263102e0a75d,0.011596825988817727,9.116402361541986e-05,0.000540728015039349,0.00030145000710035674,7.803299376973882e-05,0.0009156769956462085,4.428499232744798e-05,0.0007503470005758572
energy_market_v1,tight_supply_v1,top_score,8,0.034986278998985654,0.015950796983815962,0.01903548201516969,66691,37894,27c9cad40d681ff8,0.01325465900299605,0.00012772499030688778,0.000657863995002117,0.0003645309880084824,9.072000102605671e-05,0.0007090049984981306,4.7441008064197376e-05,0.0006988519999140408
energy_market_v1,tight_supply_v1,top_score,9,0.030704218999744626,0.014042059956409503,0.016662159043335123,66715,37909,f461240616ce1720,0.011556339995877352,9.729500743560493e-05,0.00043423098759376444,0.00029139499019947834,7.895598901086487e-05,0.000737710994144436,4.416199226398021e-05,0.0008019699998840224
energy_market_v1,tight_supply_v1,top_score,10,0.033271766998950625,0.015227598039928125,0.0180441689590225,66615,37892,ae8c8b26137812bc,0.012728234993119258,0.00011236001591896638,0.0005142230038472917,0.00030652800705865957,8.455501301796176e-05,0.0007309709981200285,4.9400008720112965e-05,0.0007013260001258459
energy_market_v1,tight_supply_v1,top_score,11,0.03105638099805219,0.01491247900412418,0.01614390199392801,66777,37922,113dca7d6f590812,0.012427703990397276,0.00024533300165785477,0.00041950699960580096,0.00028388701321091503,0.00012233400047989562,0.000695894006639719,3.976799052907154e-05,0.0006780520016036462
